entry,value
player_id,14
web_name,Ramsey
team,Arsenal
first_name,Aaron
second_name,Ramsey
cost_end,7.1
value_form,0.0
value_season,12.8
cost_change_start,-0.4
cost_start,7.5
dreamteam_count,0
selected_by_percent,0.9
total_points,91
ppg,3.3
minutes,1319
goals_scored,4
assists,6
clean_sheets,9
goals_conceded,13
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,4
bps,298
influence,418.4
creativity,387.2
threat,502.0
ict_index,131.0
ea_index,0
position,Midfielder
