entry,value
player_id,12
web_name,Sokratis
team,Arsenal
first_name,Sokratis
second_name,Papastathopoulos
cost_end,5.1
value_form,0.5
value_season,12.5
cost_change_start,-0.4
cost_start,5.5
dreamteam_count,1
selected_by_percent,1.2
total_points,64
ppg,2.6
minutes,2198
goals_scored,1
assists,2
clean_sheets,5
goals_conceded,33
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,12
red_cards,0
saves,0
bonus,4
bps,402
influence,513.8
creativity,67.9
threat,120.0
ict_index,70.4
ea_index,0
position,Defender
