entry,value
player_id,305
web_name,Rashford
team,Man Utd
first_name,Marcus
second_name,Rashford
cost_end,7.3
value_form,0.3
value_season,17.5
cost_change_start,0.3
cost_start,7.0
dreamteam_count,3
selected_by_percent,21.9
total_points,128
ppg,3.9
minutes,2331
goals_scored,10
assists,7
clean_sheets,6
goals_conceded,35
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,1
saves,0
bonus,14
bps,425
influence,650.0
creativity,542.3
threat,1064.0
ict_index,224.6
ea_index,0
position,Forward
