entry,value
player_id,447
web_name,Wilshere
team,West Brom
first_name,Jack
second_name,Wilshere
cost_end,4.8
value_form,0.4
value_season,3.5
cost_change_start,-2
cost_start,6.8
dreamteam_count,0
selected_by_percent,0.8
total_points,17
ppg,2.1
minutes,388
goals_scored,0
assists,2
clean_sheets,1
goals_conceded,10
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,0
bps,90
influence,72.0
creativity,74.0
threat,17.0
ict_index,16.3
ea_index,0
position,Midfielder
