entry,value
player_id,260
web_name,Ederson
team,Man City
first_name,Ederson
second_name,Santana de Moraes
cost_end,5.7
value_form,0.9
value_season,29.6
cost_change_start,0.2
cost_start,5.5
dreamteam_count,2
selected_by_percent,22.9
total_points,169
ppg,4.4
minutes,3420
goals_scored,0
assists,1
clean_sheets,20
goals_conceded,23
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,58
bonus,6
bps,700
influence,535.2
creativity,33.0
threat,0.0
ict_index,56.8
ea_index,0
position,Goalkeeper
