entry,value
player_id,437
web_name,Jiménez
team,Wolves
first_name,Raúl
second_name,Jiménez
cost_end,6.9
value_form,0.5
value_season,26.2
cost_change_start,1.4
cost_start,5.5
dreamteam_count,3
selected_by_percent,33.4
total_points,181
ppg,4.8
minutes,3112
goals_scored,13
assists,10
clean_sheets,12
goals_conceded,40
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,31
bps,602
influence,788.8
creativity,648.5
threat,1428.0
ict_index,285.4
ea_index,0
position,Forward
