entry,value
player_id,519
web_name,Dendoncker
team,West Brom
first_name,Leander
second_name,Dendoncker
cost_end,4.3
value_form,0.8
value_season,11.2
cost_change_start,-2
cost_start,6.3
dreamteam_count,0
selected_by_percent,0.6
total_points,48
ppg,2.5
minutes,1465
goals_scored,2
assists,0
clean_sheets,3
goals_conceded,21
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,1
bps,209
influence,334.8
creativity,126.6
threat,288.0
ict_index,75.1
ea_index,0
position,Midfielder
