entry,value
player_id,141
web_name,Schlupp
team,Crystal Palace
first_name,Jeffrey
second_name,Schlupp
cost_end,4.3
value_form,0.0
value_season,21.2
cost_change_start,-0.2
cost_start,4.5
dreamteam_count,2
selected_by_percent,2.5
total_points,91
ppg,3.0
minutes,1660
goals_scored,4
assists,3
clean_sheets,4
goals_conceded,26
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,3
bps,301
influence,385.2
creativity,240.5
threat,430.0
ict_index,105.7
ea_index,0
position,Defender
