entry,value
player_id,471
web_name,Diakhaby
team,Huddersfield
first_name,Adama
second_name,Diakhaby
cost_end,4.5
value_form,0.1
value_season,4.2
cost_change_start,-0.5
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.0
total_points,19
ppg,1.6
minutes,548
goals_scored,0
assists,1
clean_sheets,1
goals_conceded,16
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,0
bps,38
influence,40.0
creativity,80.6
threat,115.0
ict_index,23.4
ea_index,0
position,Midfielder
