entry,value
player_id,302
web_name,Pogba
team,Man Utd
first_name,Paul
second_name,Pogba
cost_end,8.6
value_form,0.2
value_season,20.8
cost_change_start,0.6
cost_start,8.0
dreamteam_count,5
selected_by_percent,33.7
total_points,179
ppg,5.1
minutes,3007
goals_scored,13
assists,10
clean_sheets,8
goals_conceded,43
own_goals,0
penalties_saved,0
penalties_missed,3
yellow_cards,6
red_cards,0
saves,0
bonus,19
bps,648
influence,1096.8
creativity,822.3
threat,1246.0
ict_index,316.9
ea_index,0
position,Midfielder
