entry,value
player_id,369
web_name,Sissoko
team,Spurs
first_name,Moussa
second_name,Sissoko
cost_end,4.9
value_form,0.2
value_season,15.5
cost_change_start,-1
cost_start,5.9
dreamteam_count,0
selected_by_percent,0.3
total_points,76
ppg,2.6
minutes,2329
goals_scored,0
assists,3
clean_sheets,11
goals_conceded,28
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,3
bps,395
influence,329.0
creativity,380.7
threat,193.0
ict_index,90.2
ea_index,0
position,Midfielder
