entry,value
player_id,339
web_name,Oriol Romeu
team,Southampton
first_name,Oriol
second_name,Romeu Vidal
cost_end,4.2
value_form,0.2
value_season,13.1
cost_change_start,-0.3
cost_start,4.5
dreamteam_count,0
selected_by_percent,2.2
total_points,55
ppg,1.8
minutes,2131
goals_scored,1
assists,0
clean_sheets,6
goals_conceded,37
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,11
red_cards,0
saves,0
bonus,3
bps,282
influence,455.2
creativity,158.4
threat,124.0
ict_index,74.0
ea_index,0
position,Midfielder
