entry,value
player_id,400
web_name,Fabianski
team,West Ham
first_name,Lukasz
second_name,Fabianski
cost_end,4.7
value_form,1.3
value_season,30.4
cost_change_start,0.2
cost_start,4.5
dreamteam_count,3
selected_by_percent,14.3
total_points,143
ppg,3.8
minutes,3420
goals_scored,0
assists,0
clean_sheets,7
goals_conceded,55
own_goals,0
penalties_saved,1
penalties_missed,0
yellow_cards,0
red_cards,0
saves,148
bonus,15
bps,742
influence,1136.0
creativity,20.0
threat,0.0
ict_index,115.5
ea_index,0
position,Goalkeeper
