entry,value
player_id,127
web_name,Barkley
team,Chelsea
first_name,Ross
second_name,Barkley
cost_end,5.0
value_form,0.2
value_season,15.8
cost_change_start,-1.0
cost_start,6.0
dreamteam_count,2
selected_by_percent,1.3
total_points,79
ppg,2.9
minutes,1231
goals_scored,3
assists,5
clean_sheets,7
goals_conceded,13
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,5
bps,300
influence,324.0
creativity,349.0
threat,429.0
ict_index,110.0
ea_index,0
position,Midfielder
