entry,value
player_id,363
web_name,Lamela
team,Spurs
first_name,Erik
second_name,Lamela
cost_end,5.9
value_form,0.4
value_season,11.4
cost_change_start,-0.6
cost_start,6.5
dreamteam_count,0
selected_by_percent,0.3
total_points,67
ppg,3.5
minutes,965
goals_scored,4
assists,4
clean_sheets,4
goals_conceded,12
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,5
bps,231
influence,263.8
creativity,339.9
threat,441.0
ict_index,104.1
ea_index,0
position,Midfielder
