entry,value
player_id,74
web_name,Taylor
team,Burnley
first_name,Charlie
second_name,Taylor
cost_end,4.4
value_form,0.3
value_season,18.6
cost_change_start,-0.1
cost_start,4.5
dreamteam_count,0
selected_by_percent,0.5
total_points,82
ppg,2.2
minutes,3240
goals_scored,0
assists,1
clean_sheets,7
goals_conceded,64
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,2
bps,505
influence,649.4
creativity,268.5
threat,30.0
ict_index,94.9
ea_index,0
position,Defender
