entry,value
player_id,61
web_name,Izquierdo
team,Brighton
first_name,José Heriberto
second_name,Izquierdo Mena
cost_end,5.9
value_form,0.1
value_season,5.3
cost_change_start,-0.1
cost_start,6.0
dreamteam_count,0
selected_by_percent,0.1
total_points,31
ppg,2.1
minutes,789
goals_scored,0
assists,2
clean_sheets,3
goals_conceded,10
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,0
bps,95
influence,75.4
creativity,77.3
threat,147.0
ict_index,30.0
ea_index,0
position,Midfielder
