entry,value
player_id,271
web_name,David Silva
team,Newcastle
first_name,David
second_name,Silva
cost_end,8.5
value_form,0.5
value_season,16.8
cost_change_start,0
cost_start,8.5
dreamteam_count,2
selected_by_percent,4.4
total_points,143
ppg,4.3
minutes,2399
goals_scored,6
assists,8
clean_sheets,16
goals_conceded,14
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,14
bps,614
influence,715.2
creativity,1150.3
threat,1092.0
ict_index,295.8
ea_index,0
position,Midfielder
