entry,value
player_id,88
web_name,Etheridge
team,Cardiff
first_name,Neil
second_name,Etheridge
cost_end,4.6
value_form,1.1
value_season,33.5
cost_change_start,0.1
cost_start,4.5
dreamteam_count,5
selected_by_percent,10.2
total_points,154
ppg,4.1
minutes,3420
goals_scored,0
assists,0
clean_sheets,10
goals_conceded,69
own_goals,0
penalties_saved,3
penalties_missed,0
yellow_cards,2
red_cards,0
saves,141
bonus,18
bps,775
influence,1116.8
creativity,21.0
threat,0.0
ict_index,113.6
ea_index,0
position,Goalkeeper
