entry,value
player_id,20
web_name,Maitland-Niles
team,Arsenal
first_name,Ainsley
second_name,Maitland-Niles
cost_end,4.4
value_form,0.0
value_season,7.7
cost_change_start,-1
cost_start,5.4
dreamteam_count,0
selected_by_percent,0.4
total_points,34
ppg,2.1
minutes,983
goals_scored,1
assists,1
clean_sheets,2
goals_conceded,20
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,1
saves,0
bonus,3
bps,152
influence,224.2
creativity,98.9
threat,126.0
ict_index,44.8
ea_index,0
position,Midfielder
