entry,value
player_id,391
web_name,Pereyra
team,Watford
first_name,Roberto
second_name,Pereyra
cost_end,5.9
value_form,0.3
value_season,20.7
cost_change_start,-1
cost_start,6.9
dreamteam_count,1
selected_by_percent,8.0
total_points,122
ppg,3.7
minutes,2817
goals_scored,6
assists,4
clean_sheets,6
goals_conceded,53
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,13
bps,432
influence,458.4
creativity,512.7
threat,744.0
ict_index,171.8
ea_index,0
position,Midfielder
