entry,value
player_id,10
web_name,Mavropanos
team,Arsenal
first_name,Konstantinos
second_name,Mavropanos
cost_end,4.7
value_form,0.1
value_season,0.6
cost_change_start,-0.3
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.1
total_points,3
ppg,0.8
minutes,147
goals_scored,0
assists,0
clean_sheets,0
goals_conceded,1
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,0
bps,28
influence,27.0
creativity,14.1
threat,10.0
ict_index,5.2
ea_index,0
position,Defender
