entry,value
player_id,358
web_name,Walker-Peters
team,Spurs
first_name,Kyle
second_name,Walker-Peters
cost_end,4.2
value_form,0.1
value_season,6.7
cost_change_start,-0.3
cost_start,4.5
dreamteam_count,1
selected_by_percent,0.7
total_points,28
ppg,4.7
minutes,374
goals_scored,0
assists,3
clean_sheets,2
goals_conceded,4
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,4
bps,112
influence,107.4
creativity,104.9
threat,20.0
ict_index,23.1
ea_index,0
position,Defender
