entry,value
player_id,112
web_name,Caballero
team,Chelsea
first_name,Willy
second_name,Caballero
cost_end,4.7
value_form,0.4
value_season,2.8
cost_change_start,-0.3
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.1
total_points,13
ppg,6.5
minutes,180
goals_scored,0
assists,0
clean_sheets,2
goals_conceded,0
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,3
bonus,0
bps,45
influence,24.6
creativity,1.0
threat,0.0
ict_index,2.6
ea_index,0
position,Goalkeeper
