entry,value
player_id,402
web_name,Cresswell
team,West Ham
first_name,Aaron
second_name,Cresswell
cost_end,5.0
value_form,0.0
value_season,6.8
cost_change_start,-0.5
cost_start,5.5
dreamteam_count,0
selected_by_percent,0.5
total_points,34
ppg,1.7
minutes,1588
goals_scored,0
assists,1
clean_sheets,1
goals_conceded,26
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,0
bps,257
influence,318.2
creativity,290.9
threat,113.0
ict_index,72.3
ea_index,0
position,Defender
