entry,value
player_id,410
web_name,Masuaku
team,West Brom
first_name,Arthur
second_name,Masuaku
cost_end,4.2
value_form,0.9
value_season,11.7
cost_change_start,-3
cost_start,7.2
dreamteam_count,0
selected_by_percent,1.5
total_points,49
ppg,2.1
minutes,1757
goals_scored,0
assists,2
clean_sheets,4
goals_conceded,29
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,0
bps,311
influence,434.4
creativity,212.0
threat,55.0
ict_index,70.3
ea_index,0
position,Midfielder
