entry,value
player_id,304
web_name,Fred
team,Man Utd
first_name,Frederico
second_name,Rodrigues de Paula Santos
cost_end,5.3
value_form,0.1
value_season,7.5
cost_change_start,-0.7
cost_start,6.0
dreamteam_count,0
selected_by_percent,1.2
total_points,40
ppg,2.4
minutes,1039
goals_scored,1
assists,2
clean_sheets,1
goals_conceded,19
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,3
bps,180
influence,177.6
creativity,203.2
threat,87.0
ict_index,46.9
ea_index,0
position,Midfielder
