entry,value
player_id,150
web_name,Milivojevic
team,Crystal Palace
first_name,Luka
second_name,Milivojevic
cost_end,6.5
value_form,0.3
value_season,25.5
cost_change_start,0.0
cost_start,6.5
dreamteam_count,4
selected_by_percent,10.6
total_points,166
ppg,4.4
minutes,3420
goals_scored,12
assists,2
clean_sheets,12
goals_conceded,53
own_goals,0
penalties_saved,0
penalties_missed,1
yellow_cards,10
red_cards,0
saves,0
bonus,24
bps,741
influence,1078.2
creativity,910.1
threat,473.0
ict_index,246.3
ea_index,0
position,Midfielder
