entry,value
player_id,134
web_name,Morata
team,Crystal Palace
first_name,Álvaro
second_name,Morata
cost_end,8.4
value_form,0.0
value_season,5.5
cost_change_start,-6
cost_start,14.4
dreamteam_count,1
selected_by_percent,1.3
total_points,46
ppg,2.9
minutes,936
goals_scored,5
assists,0
clean_sheets,6
goals_conceded,11
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,3
bps,119
influence,219.8
creativity,130.2
threat,523.0
ict_index,86.3
ea_index,0
position,Forward
