entry,value
player_id,167
web_name,Schneiderlin
team,Everton
first_name,Morgan
second_name,Schneiderlin
cost_end,4.2
value_form,0.5
value_season,6.7
cost_change_start,-0.3
cost_start,4.5
dreamteam_count,0
selected_by_percent,1.8
total_points,28
ppg,2.0
minutes,832
goals_scored,0
assists,1
clean_sheets,5
goals_conceded,9
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,0
bps,152
influence,151.6
creativity,124.7
threat,17.0
ict_index,29.4
ea_index,0
position,Midfielder
