entry,value
player_id,272
web_name,Fernandinho
team,Newcastle
first_name,Fernando
second_name,Luiz Rosa
cost_end,5.3
value_form,0.1
value_season,14.9
cost_change_start,-2
cost_start,7.3
dreamteam_count,1
selected_by_percent,2.9
total_points,79
ppg,2.7
minutes,2375
goals_scored,1
assists,3
clean_sheets,12
goals_conceded,15
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,0
saves,0
bonus,4
bps,444
influence,534.6
creativity,396.8
threat,208.0
ict_index,114.2
ea_index,0
position,Midfielder
