entry,value
player_id,16
web_name,Elneny
team,Arsenal
first_name,Mohamed
second_name,Elneny
cost_end,4.2
value_form,0.1
value_season,2.4
cost_change_start,-0.3
cost_start,4.5
dreamteam_count,0
selected_by_percent,2.2
total_points,10
ppg,1.3
minutes,377
goals_scored,0
assists,0
clean_sheets,0
goals_conceded,5
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,0
bps,59
influence,86.6
creativity,76.7
threat,63.0
ict_index,22.7
ea_index,0
position,Midfielder
