entry,value
player_id,259
web_name,Solanke
team,Bournemouth
first_name,Dominic
second_name,Solanke
cost_end,4.7
value_form,0.1
value_season,3.2
cost_change_start,-3
cost_start,7.7
dreamteam_count,0
selected_by_percent,0.4
total_points,15
ppg,1.5
minutes,340
goals_scored,0
assists,1
clean_sheets,0
goals_conceded,5
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,0
bps,45
influence,79.0
creativity,96.0
threat,154.0
ict_index,33.0
ea_index,0
position,Forward
