entry,value
player_id,35
web_name,Surman
team,Bournemouth
first_name,Andrew
second_name,Surman
cost_end,4.6
value_form,0.0
value_season,7.8
cost_change_start,-4
cost_start,8.6
dreamteam_count,0
selected_by_percent,0.1
total_points,36
ppg,2.0
minutes,1438
goals_scored,0
assists,0
clean_sheets,4
goals_conceded,37
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,0
bps,206
influence,190.8
creativity,163.0
threat,38.0
ict_index,39.2
ea_index,0
position,Midfielder
