entry,value
player_id,451
web_name,Guendouzi
team,Arsenal
first_name,Matteo
second_name,Guendouzi
cost_end,4.4
value_form,0.2
value_season,10.7
cost_change_start,-1
cost_start,5.4
dreamteam_count,0
selected_by_percent,1.6
total_points,47
ppg,1.4
minutes,2140
goals_scored,0
assists,0
clean_sheets,3
goals_conceded,32
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,9
red_cards,0
saves,0
bonus,0
bps,321
influence,323.2
creativity,312.4
threat,130.0
ict_index,76.6
ea_index,0
position,Midfielder
