entry,value
player_id,310
web_name,Yedlin
team,Newcastle
first_name,DeAndre
second_name,Yedlin
cost_end,4.5
value_form,0.0
value_season,14.0
cost_change_start,0.0
cost_start,4.5
dreamteam_count,0
selected_by_percent,0.9
total_points,63
ppg,2.2
minutes,2472
goals_scored,1
assists,2
clean_sheets,5
goals_conceded,41
own_goals,1
penalties_saved,0
penalties_missed,0
yellow_cards,6
red_cards,1
saves,0
bonus,1
bps,325
influence,436.4
creativity,406.3
threat,113.0
ict_index,95.8
ea_index,0
position,Defender
