entry,value
player_id,458
web_name,Kenedy
team,Stoke
first_name,Robert Kenedy
second_name,Nunes do Nascimento
cost_end,4.7
value_form,0.1
value_season,10.6
cost_change_start,-3
cost_start,7.7
dreamteam_count,0
selected_by_percent,0.5
total_points,50
ppg,2.0
minutes,1337
goals_scored,1
assists,1
clean_sheets,6
goals_conceded,18
own_goals,0
penalties_saved,0
penalties_missed,1
yellow_cards,1
red_cards,0
saves,0
bonus,1
bps,161
influence,212.8
creativity,187.9
threat,297.0
ict_index,69.8
ea_index,0
position,Midfielder
