entry,value
player_id,382
web_name,Mariappa
team,Watford
first_name,Adrian
second_name,Mariappa
cost_end,4.2
value_form,0.2
value_season,13.6
cost_change_start,-3
cost_start,7.2
dreamteam_count,0
selected_by_percent,0.6
total_points,57
ppg,2.2
minutes,1924
goals_scored,0
assists,0
clean_sheets,5
goals_conceded,32
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,2
bps,334
influence,404.6
creativity,61.9
threat,79.0
ict_index,54.5
ea_index,0
position,Defender
