entry,value
player_id,509
web_name,Rico
team,Leicester
first_name,Sergio
second_name,Rico
cost_end,4.4
value_form,1.1
value_season,19.5
cost_change_start,-1
cost_start,5.4
dreamteam_count,1
selected_by_percent,0.7
total_points,86
ppg,3.0
minutes,2610
goals_scored,0
assists,0
clean_sheets,5
goals_conceded,56
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,111
bonus,8
bps,519
influence,851.4
creativity,20.3
threat,0.0
ict_index,87.1
ea_index,0
position,Goalkeeper
