entry,value
player_id,119
web_name,Christensen
team,Crystal Palace
first_name,Andreas
second_name,Christensen
cost_end,5.0
value_form,0.4
value_season,4.4
cost_change_start,-5
cost_start,10.0
dreamteam_count,0
selected_by_percent,0.4
total_points,22
ppg,2.8
minutes,615
goals_scored,0
assists,0
clean_sheets,3
goals_conceded,7
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,0
bps,133
influence,120.6
creativity,8.4
threat,6.0
ict_index,13.6
ea_index,0
position,Defender
