entry,value
player_id,100
web_name,Mendez-Laing
team,Cardiff
first_name,Nathaniel
second_name,Mendez-Laing
cost_end,4.8
value_form,1.6
value_season,13.1
cost_change_start,-0.2
cost_start,5.0
dreamteam_count,1
selected_by_percent,0.0
total_points,63
ppg,3.1
minutes,978
goals_scored,4
assists,1
clean_sheets,4
goals_conceded,18
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,6
bps,253
influence,351.4
creativity,255.0
threat,370.0
ict_index,97.8
ea_index,0
position,Midfielder
