entry,value
player_id,411
web_name,Noble
team,West Ham
first_name,Mark
second_name,Noble
cost_end,4.8
value_form,1.7
value_season,20.6
cost_change_start,-0.2
cost_start,5.0
dreamteam_count,1
selected_by_percent,0.5
total_points,99
ppg,3.2
minutes,2289
goals_scored,5
assists,5
clean_sheets,7
goals_conceded,31
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,6
red_cards,1
saves,0
bonus,5
bps,454
influence,521.4
creativity,359.8
threat,196.0
ict_index,107.6
ea_index,0
position,Midfielder
