entry,value
player_id,90
web_name,Morrison
team,Cardiff
first_name,Sean
second_name,Morrison
cost_end,4.7
value_form,0.6
value_season,20.6
cost_change_start,-0.3
cost_start,5.0
dreamteam_count,1
selected_by_percent,0.4
total_points,97
ppg,2.9
minutes,3039
goals_scored,1
assists,4
clean_sheets,9
goals_conceded,63
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,6
red_cards,0
saves,0
bonus,5
bps,477
influence,673.4
creativity,239.0
threat,580.0
ict_index,149.4
ea_index,0
position,Defender
