entry,value
player_id,293
web_name,Young
team,Man Utd
first_name,Ashley
second_name,Young
cost_end,5.7
value_form,0.3
value_season,12.8
cost_change_start,-0.3
cost_start,6.0
dreamteam_count,1
selected_by_percent,1.7
total_points,73
ppg,2.4
minutes,2568
goals_scored,2
assists,3
clean_sheets,4
goals_conceded,44
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,8
red_cards,1
saves,0
bonus,4
bps,450
influence,554.4
creativity,650.5
threat,124.0
ict_index,133.0
ea_index,0
position,Defender
