entry,value
player_id,405
web_name,Zabaleta
team,West Brom
first_name,Pablo
second_name,Zabaleta
cost_end,4.3
value_form,0.2
value_season,13.0
cost_change_start,-2
cost_start,6.3
dreamteam_count,0
selected_by_percent,1.7
total_points,56
ppg,2.2
minutes,2089
goals_scored,0
assists,1
clean_sheets,4
goals_conceded,35
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,4
bps,350
influence,447.4
creativity,163.2
threat,106.0
ict_index,71.8
ea_index,0
position,Defender
