entry,value
player_id,125
web_name,Pedro
team,Chelsea
first_name,Pedro
second_name,Rodríguez Ledesma
cost_end,6.2
value_form,0.4
value_season,18.1
cost_change_start,-0.3
cost_start,6.5
dreamteam_count,2
selected_by_percent,3.3
total_points,112
ppg,3.6
minutes,1768
goals_scored,8
assists,2
clean_sheets,7
goals_conceded,19
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,12
bps,440
influence,530.2
creativity,503.5
threat,733.0
ict_index,176.5
ea_index,0
position,Midfielder
