entry,value
player_id,241
web_name,Clyne
team,Bournemouth
first_name,Nathaniel
second_name,Clyne
cost_end,4.4
value_form,0.7
value_season,7.7
cost_change_start,-0.6
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.6
total_points,34
ppg,1.9
minutes,1250
goals_scored,0
assists,1
clean_sheets,3
goals_conceded,26
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,0
bps,201
influence,199.4
creativity,100.2
threat,72.0
ict_index,36.9
ea_index,0
position,Defender
