entry,value
player_id,306
web_name,Lukaku
team,Man Utd
first_name,Romelu
second_name,Lukaku
cost_end,10.7
value_form,0.1
value_season,10.7
cost_change_start,-0.3
cost_start,11.0
dreamteam_count,3
selected_by_percent,3.9
total_points,115
ppg,3.6
minutes,2126
goals_scored,12
assists,1
clean_sheets,4
goals_conceded,38
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,14
bps,361
influence,550.6
creativity,330.2
threat,1052.0
ict_index,193.5
ea_index,0
position,Forward
