entry,value
player_id,459
web_name,Jorginho
team,Crystal Palace
first_name,Jorge Luiz
second_name,Frello Filho
cost_end,4.6
value_form,0.5
value_season,20.9
cost_change_start,-4
cost_start,8.6
dreamteam_count,1
selected_by_percent,5.8
total_points,96
ppg,2.6
minutes,3156
goals_scored,2
assists,0
clean_sheets,16
goals_conceded,37
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,8
red_cards,0
saves,0
bonus,4
bps,577
influence,691.4
creativity,628.4
threat,122.0
ict_index,144.2
ea_index,0
position,Midfielder
