entry,value
player_id,72
web_name,Tarkowski
team,Burnley
first_name,James
second_name,Tarkowski
cost_end,4.7
value_form,0.2
value_season,20.6
cost_change_start,-3
cost_start,7.7
dreamteam_count,1
selected_by_percent,4.2
total_points,97
ppg,2.8
minutes,3086
goals_scored,3
assists,2
clean_sheets,7
goals_conceded,63
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,8
red_cards,0
saves,0
bonus,7
bps,524
influence,1023.2
creativity,69.8
threat,450.0
ict_index,154.5
ea_index,0
position,Defender
