entry,value
player_id,99
web_name,Hoilett
team,Cardiff
first_name,David Junior
second_name,Hoilett
cost_end,5.0
value_form,0.3
value_season,16.4
cost_change_start,-0.5
cost_start,5.5
dreamteam_count,1
selected_by_percent,0.1
total_points,82
ppg,2.6
minutes,2134
goals_scored,3
assists,2
clean_sheets,6
goals_conceded,46
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,4
bps,230
influence,313.2
creativity,383.4
threat,463.0
ict_index,115.3
ea_index,0
position,Midfielder
