entry,value
player_id,138
web_name,Tomkins
team,Everton
first_name,James
second_name,Tomkins
cost_end,4.3
value_form,0.0
value_season,20.0
cost_change_start,-2
cost_start,6.3
dreamteam_count,0
selected_by_percent,2.3
total_points,86
ppg,3.0
minutes,2561
goals_scored,1
assists,1
clean_sheets,10
goals_conceded,37
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,6
red_cards,0
saves,0
bonus,0
bps,504
influence,560.8
creativity,83.0
threat,276.0
ict_index,92.3
ea_index,0
position,Defender
