entry,value
player_id,255
web_name,Fabinho
team,Man Utd
first_name,Fabio Henrique
second_name,Tavares
cost_end,5.5
value_form,0.3
value_season,11.8
cost_change_start,-5
cost_start,10.5
dreamteam_count,0
selected_by_percent,0.6
total_points,65
ppg,2.3
minutes,2011
goals_scored,1
assists,2
clean_sheets,11
goals_conceded,14
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,6
red_cards,0
saves,0
bonus,0
bps,305
influence,406.2
creativity,283.4
threat,173.0
ict_index,86.4
ea_index,0
position,Midfielder
