entry,value
player_id,371
web_name,Llorente
team,Spurs
first_name,Fernando
second_name,Llorente
cost_end,5.1
value_form,0.3
value_season,8.0
cost_change_start,-0.9
cost_start,6.0
dreamteam_count,1
selected_by_percent,1.5
total_points,41
ppg,2.0
minutes,681
goals_scored,1
assists,4
clean_sheets,2
goals_conceded,8
own_goals,1
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,3
bps,104
influence,138.0
creativity,189.5
threat,307.0
ict_index,63.1
ea_index,0
position,Forward
