entry,value
player_id,162
web_name,Keane
team,Everton
first_name,Michael
second_name,Keane
cost_end,4.8
value_form,1.0
value_season,26.9
cost_change_start,-0.2
cost_start,5.0
dreamteam_count,3
selected_by_percent,4.3
total_points,129
ppg,3.9
minutes,2970
goals_scored,1
assists,2
clean_sheets,13
goals_conceded,39
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,15
bps,642
influence,740.2
creativity,101.2
threat,326.0
ict_index,117.2
ea_index,0
position,Defender
