entry,value
player_id,346
web_name,Elyounoussi
team,Swansea
first_name,Mohamed
second_name,Elyounoussi
cost_end,6.0
value_form,0.1
value_season,4.7
cost_change_start,-5
cost_start,11.0
dreamteam_count,0
selected_by_percent,0.1
total_points,28
ppg,1.8
minutes,785
goals_scored,0
assists,0
clean_sheets,4
goals_conceded,10
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,0
bps,91
influence,94.2
creativity,228.3
threat,220.0
ict_index,54.2
ea_index,0
position,Midfielder
