entry,value
player_id,465
web_name,Felipe Anderson
team,West Ham
first_name,Felipe Anderson
second_name,Pereira Gomes
cost_end,6.8
value_form,0.4
value_season,22.8
cost_change_start,-0.2
cost_start,7.0
dreamteam_count,4
selected_by_percent,8.2
total_points,155
ppg,4.3
minutes,3045
goals_scored,9
assists,6
clean_sheets,7
goals_conceded,49
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,18
bps,619
influence,882.2
creativity,1042.4
threat,799.0
ict_index,272.2
ea_index,0
position,Midfielder
