entry,value
player_id,4
web_name,Bellerín
team,Arsenal
first_name,Héctor
second_name,Bellerín
cost_end,5.3
value_form,0.0
value_season,11.3
cost_change_start,-2
cost_start,7.3
dreamteam_count,0
selected_by_percent,4.5
total_points,60
ppg,3.2
minutes,1532
goals_scored,0
assists,5
clean_sheets,4
goals_conceded,21
own_goals,1
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,5
bps,304
influence,261.6
creativity,197.8
threat,280.0
ict_index,73.7
ea_index,0
position,Defender
