entry,value
player_id,512
web_name,Zambo Anguissa
team,Leicester
first_name,André-Frank
second_name,Zambo Anguissa
cost_end,4.4
value_form,0.5
value_season,8.4
cost_change_start,-1
cost_start,5.4
dreamteam_count,0
selected_by_percent,0.1
total_points,37
ppg,1.7
minutes,1512
goals_scored,0
assists,0
clean_sheets,3
goals_conceded,33
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,1
saves,0
bonus,0
bps,235
influence,315.8
creativity,137.0
threat,163.0
ict_index,61.4
ea_index,0
position,Midfielder
