entry,value
player_id,333
web_name,Stephens
team,Swansea
first_name,Jack
second_name,Stephens
cost_end,4.2
value_form,0.4
value_season,11.2
cost_change_start,-3
cost_start,7.2
dreamteam_count,1
selected_by_percent,0.3
total_points,47
ppg,2.0
minutes,1697
goals_scored,1
assists,0
clean_sheets,3
goals_conceded,35
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,4
bps,282
influence,394.4
creativity,65.5
threat,143.0
ict_index,60.4
ea_index,0
position,Defender
