entry,value
player_id,396
web_name,Deeney
team,Watford
first_name,Troy
second_name,Deeney
cost_end,5.8
value_form,0.2
value_season,20.0
cost_change_start,-2
cost_start,7.8
dreamteam_count,4
selected_by_percent,3.7
total_points,116
ppg,3.6
minutes,2542
goals_scored,9
assists,5
clean_sheets,5
goals_conceded,44
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,1
saves,0
bonus,13
bps,411
influence,607.4
creativity,549.5
threat,1019.0
ict_index,216.9
ea_index,0
position,Forward
