entry,value
player_id,466
web_name,Bissouma
team,Brighton
first_name,Yves
second_name,Bissouma
cost_end,4.6
value_form,0.4
value_season,9.3
cost_change_start,-4
cost_start,8.6
dreamteam_count,0
selected_by_percent,0.0
total_points,43
ppg,1.5
minutes,1764
goals_scored,0
assists,0
clean_sheets,3
goals_conceded,32
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,0
saves,0
bonus,0
bps,170
influence,253.4
creativity,213.0
threat,201.0
ict_index,66.8
ea_index,0
position,Midfielder
