entry,value
player_id,349
web_name,Gabbiadini
team,Southampton
first_name,Manolo
second_name,Gabbiadini
cost_end,5.6
value_form,0.0
value_season,4.1
cost_change_start,-0.4
cost_start,6.0
dreamteam_count,1
selected_by_percent,0.1
total_points,23
ppg,1.9
minutes,468
goals_scored,1
assists,0
clean_sheets,0
goals_conceded,12
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,3
bps,56
influence,74.4
creativity,72.7
threat,167.0
ict_index,30.8
ea_index,0
position,Forward
