entry,value
player_id,380
web_name,Kabasele
team,Watford
first_name,Christian
second_name,Kabasele
cost_end,4.4
value_form,0.2
value_season,8.2
cost_change_start,-0.1
cost_start,4.5
dreamteam_count,0
selected_by_percent,0.3
total_points,36
ppg,1.7
minutes,1584
goals_scored,0
assists,0
clean_sheets,3
goals_conceded,29
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,1
saves,0
bonus,1
bps,212
influence,355.2
creativity,24.0
threat,189.0
ict_index,56.7
ea_index,0
position,Defender
